id,trigger,conditions,script,text,options,notes,
vulpChatSurroundings_hypershuntActiveDummy,DialogOptionSelected,"$option == vulpChatSurroundings_hypershunt
$vulp_profectoAssignment == vulpoids score:100
$topic.usable","SetVulpoidExpression fear
ExitRulesToPlugin","""I think the star is scared of it too! There's a lot of fire!""",,,
,,,,,,,
# Abyssal Light,,,,,,,
vulpChatSurroundings_abyssalLightOption,VulpoidChatSurroundingsOptions,$topic.customType == abyssal_light score:1000,,,vulpChatSurroundings_abyssalLight:Abyssal Light,,abyssalLight
vulpChatSurroundings_abyssalLight,DialogOptionSelected,$option == vulpChatSurroundings_abyssalLight,"SetVulpoidExpression bruh
ExitRulesToPlugin","""Creepy. I've barely heard anything about these, and most of that is rumors. This far out from the Core, everything's superstitious.""

""The pattern is so strange. Every attempt I make at calculating it fails, yet if I just look... I feel like I can almost predict it.""",,,
vulpChatSurroundings_abyssalLightLaisa,DialogOptionSelected,"$option == vulpChatSurroundings_abyssalLight
$id == laisa score:1000","SetVulpoidExpression bruh
ExitRulesToPlugin","""Fascinating. I'd never even heard of these back before the Collapse, we were never close enough to the abyss for it to come up.""

""The pattern is so strange. Every attempt I make at calculating it fails, yet if I just look... I feel like I can almost predict it.""",,,
vulpChatSurroundings_abyssalLightDummy,DialogOptionSelected,"$option == vulpChatSurroundings_abyssalLight
$vulp_profectoAssignment == vulpoids score:100","SetVulpoidExpression fear
ExitRulesToPlugin","""I don't like that thing. The flashing is creepy... is it trying to talk?""",,,
,,,,,,,
# Sensor Ghost,,,,,,,
vulpChatSurroundings_sensorGhostOption,VulpoidChatSurroundingsOptions,$topic.tag:ghost score:1000,,,vulpChatSurroundings_sensorGhost:Sensor Ghost,,sensorGhost
vulpChatSurroundings_sensorGhost,DialogOptionSelected,$option == vulpChatSurroundings_sensorGhost,"SetVulpoidExpression angry
ExitRulesToPlugin","""That reading there... I think that's a sensor ghost. I don't like them. Hyperspace readings are inherently imprecise, yes, but these things are more than just blips. I just don't know what they are.""",,,
vulpChatSurroundings_sensorGhostDummy,DialogOptionSelected,"$option == vulpChatSurroundings_sensorGhost
$vulp_profectoAssignment == vulpoids score:100","SetVulpoidExpression bruh
ExitRulesToPlugin","""A ghost? Ghosts aren't real. Your science guy said so!""",,,
,,,,,,,
# Terrain,,,,,,,
vulpChatSurroundings_asteroidBeltOption,VulpoidChatSurroundingsOptions,$topic.terrainId == asteroid_belt,,,vulpChatSurroundings_asteroidBelt:$topic.terrainName,,asteroidBelt
vulpChatSurroundings_asteroidBelt,DialogOptionSelected,$option == vulpChatSurroundings_asteroidBelt,"SetVulpoidExpression bruh
ExitRulesToPlugin","""They're fine for stealth, but I always get nervous when we burn fast through them. I'm always waiting for that annoying 'pong' of an asteroid on the drive field... or a collision alarm.""",,,
vulpChatSurroundings_asteroidBeltDummy,DialogOptionSelected,"$option == vulpChatSurroundings_asteroidBelt
$vulp_profectoAssignment == vulpoids score:100","SetVulpoidExpression default
ExitRulesToPlugin","""That one looks like a duckie!""
OR
""That one looks like a bunny!""
OR
""That one looks like a tree!""
OR
""That one looks like a shuttle! Oh wait, it is one.""
OR
""That one looks like a fishie!""
OR
""That one looks like my sister!""",,,
vulpChatSurroundings_asteroidFieldOption,VulpoidChatSurroundingsOptions,$topic.terrainId == asteroid_field,,,vulpChatSurroundings_asteroidField:$topic.terrainName,,asteroidField
vulpChatSurroundings_asteroidField,DialogOptionSelected,$option == vulpChatSurroundings_asteroidField,"SetVulpoidExpression bruh
ExitRulesToPlugin","""They're fine for stealth, but I always get nervous when we burn fast through them. I'm always waiting for that annoying 'pong' of an asteroid on the drive field... or a collision alarm.""",,,
vulpChatSurroundings_asteroidFieldDummy,DialogOptionSelected,"$option == vulpChatSurroundings_asteroidField
$vulp_profectoAssignment == vulpoids score:100","SetVulpoidExpression default
ExitRulesToPlugin","""That one looks like a duckie!""
OR
""That one looks like a bunny!""
OR
""That one looks like a tree!""
OR
""That one looks like a shuttle! Oh wait, it is one.""
OR
""That one looks like a fishie!""
OR
""That one looks like my sister!""",,,
vulpChatSurroundings_coronaOption,VulpoidChatSurroundingsOptions,$topic.terrainId == corona,"$optionColor:vulpChatSurroundings_corona = ""255,100,0"" 0",,vulpChatSurroundings_corona:$topic.terrainName,,corona
vulpChatSurroundings_corona,DialogOptionSelected,$option == vulpChatSurroundings_corona,"SetVulpoidExpression angry
ExitRulesToPlugin","""Woof, it is far too hot. Can we pull the $shipOrFleet back at all, ease the load on the climate control? My ears will only radiate so much.""",,,
vulpChatSurroundings_coronaDummy,DialogOptionSelected,"$option == vulpChatSurroundings_corona
$vulp_profectoAssignment == vulpoids score:100","SetVulpoidExpression default
ExitRulesToPlugin","""It's warm, huh? I'm glad I don't get sweaty!""",,,
vulpChatSurroundings_solarFlareOption,VulpoidChatSurroundingsOptions,"$topic.terrainId == corona
$topic.terrainName == ""Solar Flare""","$optionColor:vulpChatSurroundings_solarFlare = ""255,100,0"" 0",,vulpChatSurroundings_solarFlare:$topic.terrainName,,solarFlare
vulpChatSurroundings_solarFlare,DialogOptionSelected,$option == vulpChatSurroundings_solarFlare,"SetVulpoidExpression angry
ExitRulesToPlugin","""Why are we flying through a flare? It's entirely too hot, I'm not a Sindrian! When can we leave?"" she pants.",,,
vulpChatSurroundings_solarFlareDummy,DialogOptionSelected,"$option == vulpChatSurroundings_solarFlare
$vulp_profectoAssignment == vulpoids score:100","SetVulpoidExpression default
ExitRulesToPlugin","She's panting, both from heat and a bit of nervousness.",,,
vulpChatSurroundings_akaMainyuIonStormOption,VulpoidChatSurroundingsOptions,$topic.terrainId == corona_aka_mainyu,"$optionColor.vulpChatSurroundings_akaMainyuIonStorm = ""255,100,0"" 0",,vulpChatSurroundings_akaMainyuIonStorm:$topic.terrainName,,akaMainyuIonStorm
vulpChatSurroundings_akaMainyuIonStorm,DialogOptionSelected,$option == vulpChatSurroundings_akaMainyuIonStorm,"SetVulpoidExpression fear
ExitRulesToPlugin","""Ack, get us out of here! This is worse than a corona and a mag-storm combined!""",,,
vulpChatSurroundings_akaMainyuIonStormDummy,DialogOptionSelected,"$option == vulpChatSurroundings_akaMainyuIonStorm
$vulp_profectoAssignment == vulpoids score:100","SetVulpoidExpression default
ExitRulesToPlugin","""Wow, it's crazy outside! So pretty!""",,,
vulpChatSurroundings_debrisFieldOption,VulpoidChatSurroundingsOptions,$topic.terrainId == debris_field,,,vulpChatSurroundings_debrisField:$topic.terrainName,,debrisField
vulpChatSurroundings_debrisField,DialogOptionSelected,$option == vulpChatSurroundings_debrisField,"SetVulpoidExpression default
ExitRulesToPlugin","""Let me know if you find any interesting trinkets! You never know what you might find with a bit of study.""",,,
vulpChatSurroundings_debrisFieldDummy,DialogOptionSelected,"$option == vulpChatSurroundings_debrisField
$vulp_profectoAssignment == vulpoids score:100","SetVulpoidExpression cry
ExitRulesToPlugin","""Oh no, something broke!""",,,
vulpChatSurroundings_eventHorizonOption,VulpoidChatSurroundingsOptions,$topic.terrainId == event_horizon,"$optionColor:vulpChatSurroundings_eventHorizon = ""255,192,255"" 0",,vulpChatSurroundings_eventHorizon:$topic.terrainName,,eventHorizon
vulpChatSurroundings_eventHorizon,DialogOptionSelected,$option == vulpChatSurroundings_eventHorizon,"SetVulpoidExpression fear
ExitRulesToPlugin","""Yes, this is very concerning! Why are we chatting while the $shipOrFleet is over an event horizon!? E-burn us out of here!""

""You... didn't just fly up to the horizon to get my reaction, did you?""",,,# I am calling you out.
vulpChatSurroundings_eventHorizonDummy,DialogOptionSelected,"$option == vulpChatSurroundings_eventHorizon
$vulp_profectoAssignment == vulpoids score:100","SetVulpoidExpression fear
ExitRulesToPlugin","""This is really scary! I don't want us to get sucked up! Get us out please!""",,,
vulpChatSurroundings_magneticFieldOption,VulpoidChatSurroundingsOptions,$topic.terrainId == magnetic_field,,,vulpChatSurroundings_magneticField:$topic.terrainName,,magneticField
vulpChatSurroundings_magneticField,DialogOptionSelected,$option == vulpChatSurroundings_magneticField,"SetVulpoidExpression bruh
ExitRulesToPlugin","""Ugh, don't remind me. My tail keeps poofing up, I need to brush it down every few minutes.""",,,
vulpChatSurroundings_magneticFieldDummy,DialogOptionSelected,"$option == vulpChatSurroundings_magneticField
$vulp_profectoAssignment == vulpoids score:100","SetVulpoidExpression default
ExitRulesToPlugin","""Yeah, look! My tail is all poofy! I look giant, haha!""",,,
vulpChatSurroundings_magneticStormOption,VulpoidChatSurroundingsOptions,"$topic.terrainId == magnetic_field
$topic.terrainName == ""Magnetic Storm""",,,vulpChatSurroundings_magneticStorm:$topic.terrainName,,magneticStorm
vulpChatSurroundings_magneticStorm,DialogOptionSelected,$option == vulpChatSurroundings_magneticStorm,"SetVulpoidExpression angry
ExitRulesToPlugin","""This. Is. Miserable. I feel like I'm standing on a Van de Graff generator with how much my fur is standing on end.""",,,
vulpChatSurroundings_magneticStormDummy,DialogOptionSelected,"$option == vulpChatSurroundings_magneticStorm
$vulp_profectoAssignment == vulpoids score:100","SetVulpoidExpression default
ExitRulesToPlugin","""Look, you can see my fur standing up! It's so tingly!""",,,
vulpChatSurroundings_nebulaOption,VulpoidChatSurroundingsOptions,$topic.terrainId == nebula,,,vulpChatSurroundings_nebula:$topic.terrainName,,nebula
vulpChatSurroundings_nebula,DialogOptionSelected,$option == vulpChatSurroundings_nebula,"SetVulpoidExpression default
ExitRulesToPlugin","""Nebulae are a pretty comfortable place, in my opinion. They're easy to hide in, and larger fleets have a harder time moving through them. Feels safe.""",,,
vulpChatSurroundings_nebulaDummy,DialogOptionSelected,"$option == vulpChatSurroundings_nebula
$vulp_profectoAssignment == vulpoids score:100","SetVulpoidExpression default
ExitRulesToPlugin","""Space clouds! It's kinda hard to spot shapes in them, but you can sometimes find stuff!""",,,
vulpChatSurroundings_pulsarBeamOption,VulpoidChatSurroundingsOptions,$topic.terrainId == pulsar_beam,"$optionColor:vulpChatSurroundings_pulsarBeam = ""192,192,255"" 0",,vulpChatSurroundings_pulsarBeam:$topic.terrainName,,pulsarBeam
vulpChatSurroundings_pulsarBeam,DialogOptionSelected,$option == vulpChatSurroundings_pulsarBeam,"SetVulpoidExpression fear
ExitRulesToPlugin","""Yes, this is very concerning! Why are we chatting while the $shipOrFleet is in a pulsar beam!? E-burn us out of here!""

""You... didn't just fly into the beam to get my reaction, did you?""",,,# I am calling you out.
vulpChatSurroundings_pulsarBeamDummy,DialogOptionSelected,"$option == vulpChatSurroundings_pulsarBeam
$vulp_profectoAssignment == vulpoids score:100","SetVulpoidExpression fear
ExitRulesToPlugin","""This is really scary! I don't want us to get blown away! Get us out please!""",,,
vulpChatSurroundings_ringOption,VulpoidChatSurroundingsOptions,$topic.terrainId == ring,,,vulpChatSurroundings_ring:$topic.terrainName,,ring
vulpChatSurroundings_ring,DialogOptionSelected,$option == vulpChatSurroundings_ring,"SetVulpoidExpression blush
ExitRulesToPlugin","""A ring? Oh, you... are talking about outside, of course. Ahem, yes, ring systems are very pretty.""

""(Like me...)""",,,
vulpChatSurroundings_ringDummy,DialogOptionSelected,"$option == vulpChatSurroundings_ring
$vulp_profectoAssignment == vulpoids score:100","SetVulpoidExpression default
ExitRulesToPlugin","""It's all shiny and round and pretty!""",,,
vulpChatSurroundings_slipstreamOption,VulpoidChatSurroundingsOptions,$topic.terrainId == slipstream,,,vulpChatSurroundings_slipstream:$topic.terrainName,,slipstream
vulpChatSurroundings_slipstream,DialogOptionSelected,$option == vulpChatSurroundings_slipstream,"SetVulpoidExpression default
ExitRulesToPlugin","""Did you know we don't actually have a strong sense of what slipstreams actually are? I mean, we know they're a velocity shear in the upper hyperspace medium. But the processes that induce them are poorly understood. Our best knowledge points towards certain hyperspace resonances amplified in a gravitational well, but for that to produce the Sector-wide slipstreams...""",,,
vulpChatSurroundings_slipstreamDummy,DialogOptionSelected,"$option == vulpChatSurroundings_slipstream
$vulp_profectoAssignment == vulpoids score:100","SetVulpoidExpression default
ExitRulesToPlugin","""Wheeeee!""",,,
,,,,,,,
# Hyperspace,,,,,,,
vulpChatSurroundings_hyperspaceOption,VulpoidChatSurroundingsOptions,$topic.terrainId == hyperspace,,,vulpChatSurroundings_hyperspace:$topic.terrainName,,hyperspace
vulpChatSurroundings_hyperspace,DialogOptionSelected,$option == vulpChatSurroundings_hyperspace,"SetVulpoidExpression default
ExitRulesToPlugin","""The study of hyperspace topography is the one field where we still might rival the Domain. They spent centuries side-stepping it with the Gate network, whereas in the Sector ships take their maiden voyage through it.""",,,
vulpChatSurroundings_hyperspaceDummy,DialogOptionSelected,"$option == vulpChatSurroundings_hyperspace
$vulp_profectoAssignment == vulpoids score:100","SetVulpoidExpression bruh
ExitRulesToPlugin","""It's weird outside. The jiggling is so strange.""",,,
vulpChatSurroundings_hyperspaceDeepOption,VulpoidChatSurroundingsOptions,"$topic.terrainId == hyperspace
$topic.terrainName == ""Hyperspace (Deep)""",,,vulpChatSurroundings_hyperspaceDeep:$topic.terrainName,,hyperspaceDeep
vulpChatSurroundings_hyperspaceDeep,DialogOptionSelected,$option == vulpChatSurroundings_hyperspaceDeep,"SetVulpoidExpression default
ExitRulesToPlugin","""You know, It's a little disappointing how we depict deep hyperspace as static clouds. If you look at the actual sensor readings, it's incredibly alive! Vast, complex whorls of hyperdimensional turbulence, it's quite beautiful.""",,,
vulpChatSurroundings_hyperspaceDeepDummy,DialogOptionSelected,"$option == vulpChatSurroundings_hyperspaceDeep
$vulp_profectoAssignment == vulpoids score:100","SetVulpoidExpression bruh
ExitRulesToPlugin","""The jiggling stopped, now it's just cloudy. I dunno if I like that better.""",,,
vulpChatSurroundings_hyperspaceStormOption,VulpoidChatSurroundingsOptions,"$topic.terrainId == hyperspace
$topic.terrainName == ""Hyperspace (Storm)""",,,vulpChatSurroundings_hyperspaceStorm:$topic.terrainName,,hyperspaceStorm
vulpChatSurroundings_hyperspaceStorm,DialogOptionSelected,$option == vulpChatSurroundings_hyperspaceStorm,"SetVulpoidExpression default
ExitRulesToPlugin","""Yes, yes, storm strikes are scary. But it's such a fascinating phenomenon! Where else can you observe hyperphasic resonance cascades first-hand?""",,,
